S(t-1),S(t)
0.5,0.6
0.6,0.6
0.6,0.6
0.6,3.2
3.2,6.3
6.3,1.3
1.3,0.6
0.6,0.5
0.5,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,1.0
1.0,0.7
0.7,0.7
0.7,0.5
0.5,0.4
0.4,0.4
0.4,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.5
0.5,2.5
2.5,6.3
6.3,2.2
2.2,4.0
4.0,3.8
3.8,1.7
1.7,6.9
6.9,15.7
15.7,7.0
7.0,2.4
2.4,5.6
5.6,145.4
145.4,10.4
10.4,4.8
4.8,3.1
3.1,2.3
2.3,2.1
2.1,1.6
1.6,1.4
1.4,1.3
1.3,1.2
1.2,1.2
1.2,1.1
1.1,1.4
1.4,2.8
2.8,1.4
1.4,1.0
1.0,0.9
0.9,1.1
1.1,1.0
1.0,0.9
0.9,0.8
0.8,1.2
1.2,0.9
0.9,0.8
0.8,1.0
1.0,0.8
0.8,0.8
0.8,0.7
0.7,0.6
0.6,0.5
0.5,0.6
0.6,0.8
0.8,0.9
0.9,0.6
0.6,0.6
0.6,0.7
0.7,0.7
0.7,0.6
0.6,0.5
0.5,0.4
0.4,0.5
0.5,0.9
0.9,0.7
0.7,0.4
0.4,0.5
0.5,0.3
0.3,0.4
0.4,0.4
0.4,0.6
0.6,1.3
1.3,0.8
0.8,0.6
0.6,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.4
0.4,0.3
0.3,0.4
0.4,0.7
0.7,1.0
1.0,0.7
0.7,0.6
0.6,0.6
0.6,0.5
0.5,0.6
0.6,0.5
0.5,0.7
0.7,0.7
0.7,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.5
0.5,1.0
1.0,5.6
5.6,34.6
34.6,1.9
1.9,0.7
0.7,0.5
0.5,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.4
0.4,0.3
0.3,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,0.3
0.3,0.4
0.4,0.4
0.4,0.9
0.9,0.7
0.7,0.8
0.8,0.3
0.3,0.2
0.2,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.5
0.5,0.8
0.8,0.5
0.5,0.4
0.4,0.5
0.5,0.4
0.4,0.3
0.3,0.2
0.2,1.0
1.0,1.9
1.9,0.7
0.7,0.5
0.5,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.8
0.8,2.2
2.2,1.9
1.9,1.2
1.2,1.7
1.7,1.1
1.1,0.7
0.7,0.6
0.6,0.5
0.5,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.3
0.3,0.2
0.2,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.4
0.4,5.0
5.0,12.9
12.9,6.5
6.5,1.7
1.7,0.9
0.9,0.7
0.7,0.7
0.7,0.5
0.5,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.2
0.2,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.4
0.4,1.9
1.9,2.9
2.9,1.4
1.4,0.8
0.8,0.6
0.6,0.4
0.4,0.4
0.4,27.4
27.4,130.2
130.2,24.4
24.4,5.6
5.6,3.9
3.9,58.0
58.0,256.7
256.7,43.6
43.6,20.2
20.2,14.6
14.6,6.6
6.6,2.7
2.7,1.2
1.2,0.8
0.8,0.7
0.7,0.9
0.9,0.8
0.8,0.8
0.8,1.1
1.1,4.8
4.8,6.5
6.5,6.1
6.1,3.7
3.7,2.9
2.9,2.2
2.2,1.6
1.6,1.9
1.9,2.4
2.4,2.4
2.4,2.1
2.1,1.3
1.3,1.0
1.0,1.0
1.0,0.9
0.9,1.0
1.0,2.1
2.1,1.4
1.4,1.0
1.0,0.9
0.9,0.8
0.8,0.8
0.8,0.9
0.9,4.4
4.4,9.2
9.2,11.3
11.3,3.3
3.3,2.5
2.5,1.7
1.7,1.2
1.2,1.0
1.0,0.8
0.8,0.6
0.6,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.6
0.6,0.9
0.9,0.7
0.7,0.7
0.7,0.8
0.8,0.8
0.8,0.7
0.7,0.7
0.7,0.6
0.6,0.7
0.7,1.0
1.0,0.9
0.9,0.8
0.8,0.7
0.7,0.9
0.9,0.9
0.9,0.9
0.9,0.9
0.9,0.7
0.7,0.8
0.8,0.8
0.8,0.7
0.7,0.7
0.7,0.7
0.7,0.8
0.8,0.8
0.8,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.6
0.6,13.4
13.4,3.4
3.4,1.2
1.2,1.0
1.0,1.0
1.0,3.1
3.1,1.8
1.8,0.9
0.9,0.5
0.5,2.4
2.4,25.1
25.1,48.6
48.6,26.9
26.9,6.7
6.7,6.0
6.0,3.6
3.6,4.4
4.4,3.9
3.9,2.5
2.5,1.6
1.6,1.7
1.7,1.3
1.3,1.1
1.1,1.0
1.0,1.1
1.1,1.6
1.6,1.4
1.4,1.3
1.3,1.1
1.1,1.1
1.1,1.1
1.1,1.2
1.2,1.2
1.2,1.1
1.1,11.9
11.9,174.6
174.6,18.5
18.5,32.7
32.7,63.7
63.7,349.9
349.9,61.5
61.5,13.0
13.0,4.5
4.5,3.2
3.2,2.7
2.7,2.3
2.3,2.1
2.1,1.9
1.9,1.8
1.8,1.7
1.7,5.9
5.9,2.9
2.9,2.0
2.0,8.5
8.5,34.1
34.1,17.9
17.9,3.5
3.5,2.3
2.3,66.6
66.6,100.2
100.2,5.6
5.6,9.1
9.1,8.6
8.6,5.0
5.0,38.1
38.1,3.6
3.6,25.4
25.4,93.1
93.1,192.1
192.1,41.4
41.4,16.3
16.3,14.1
14.1,155.5
155.5,76.5
76.5,8.4
8.4,35.5
35.5,6.4
6.4,4.7
4.7,3.9
3.9,3.4
3.4,3.0
3.0,2.6
2.6,2.5
2.5,2.4
2.4,2.2
2.2,2.0
2.0,1.9
1.9,2.2
2.2,2.0
2.0,1.8
1.8,1.7
1.7,3.9
3.9,2.8
2.8,2.4
2.4,11.5
11.5,5.2
5.2,2.7
2.7,2.4
2.4,6.4
6.4,2.5
2.5,1.7
1.7,1.8
1.8,1.5
1.5,1.4
1.4,1.4
1.4,1.5
1.5,1.4
1.4,1.8
1.8,1.3
1.3,1.6
1.6,1.2
1.2,1.2
1.2,1.7
1.7,11.9
11.9,7.9
7.9,2.4
2.4,1.9
1.9,2.3
2.3,9.1
9.1,4.1
4.1,3.0
3.0,4.4
4.4,2.3
2.3,1.8
1.8,1.6
1.6,1.5
1.5,1.5
1.5,1.5
1.5,1.2
1.2,1.1
1.1,1.5
1.5,1.1
1.1,1.4
1.4,1.0
1.0,0.9
0.9,0.8
0.8,0.9
0.9,1.2
1.2,1.6
1.6,1.0
1.0,1.0
1.0,0.9
0.9,0.9
0.9,0.8
0.8,0.8
0.8,0.8
0.8,1.0
1.0,0.9
0.9,1.2
1.2,1.0
1.0,0.8
0.8,0.8
0.8,0.6
0.6,0.8
0.8,0.7
0.7,0.6
0.6,1.0
1.0,0.9
0.9,0.6
0.6,0.6
0.6,0.6
0.6,0.5
0.5,0.5
0.5,0.6
0.6,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.5
0.5,0.5
0.5,0.6
0.6,0.5
0.5,3.3
3.3,2.1
2.1,0.8
0.8,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.8
0.8,0.4
0.4,5.8
5.8,8.3
8.3,2.8
2.8,1.2
1.2,0.8
0.8,0.6
0.6,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.3
0.3,0.3
0.3,0.4
0.4,0.3
0.3,0.3
0.3,0.4
0.4,0.3
0.3,0.4
0.4,4.6
4.6,52.8
52.8,6.3
6.3,1.8
1.8,2.6
2.6,1.8
1.8,1.1
1.1,0.8
0.8,1.1
1.1,0.7
0.7,0.6
0.6,0.6
0.6,1.1
1.1,6.0
6.0,2.3
2.3,1.7
1.7,2.4
2.4,1.3
1.3,1.1
1.1,1.0
1.0,1.0
1.0,0.7
0.7,0.6
0.6,2.0
2.0,2.1
2.1,1.1
1.1,0.9
0.9,3.0
3.0,210.3
210.3,28.2
28.2,11.0
11.0,4.5
4.5,3.0
3.0,13.0
13.0,256.3
256.3,66.5
66.5,18.3
18.3,7.1
7.1,4.5
4.5,3.6
3.6,2.9
2.9,2.5
2.5,2.2
2.2,2.1
2.1,1.6
1.6,1.4
1.4,1.4
1.4,1.3
1.3,2.3
2.3,1.9
1.9,1.7
1.7,1.5
1.5,2.1
2.1,4.5
4.5,3.2
3.2,2.3
2.3,1.8
1.8,2.8
2.8,1.4
1.4,1.4
1.4,9.2
9.2,4.1
4.1,2.4
2.4,12.2
12.2,7.8
7.8,8.3
8.3,19.0
19.0,42.9
42.9,87.6
87.6,11.9
11.9,8.9
8.9,7.5
7.5,5.8
5.8,4.4
4.4,3.0
3.0,3.6
3.6,2.5
2.5,7.7
7.7,166.5
166.5,30.1
30.1,20.0
20.0,16.6
16.6,46.9
46.9,22.4
22.4,21.9
21.9,11.1
11.1,7.6
7.6,6.0
6.0,5.1
5.1,4.2
4.2,3.4
3.4,3.0
3.0,3.7
3.7,1.4
1.4,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.1
0.1,0.1
0.1,0.1
0.1,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.1
0.1,0.2
0.2,0.3
0.3,0.4
0.4,0.8
0.8,0.9
0.9,0.7
0.7,0.5
0.5,0.3
0.3,0.3
0.3,0.3
0.3,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.3
0.3,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.1
0.1,0.1
0.1,0.1
0.1,0.1
0.1,0.1
0.1,0.1
0.1,0.2
0.2,0.3
0.3,0.4
0.4,0.5
0.5,0.6
0.6,0.7
0.7,0.8
0.8,0.9
0.9,0.8
0.8,0.8
0.8,3.7
3.7,4.8
4.8,1.1
1.1,0.8
0.8,0.8
0.8,0.8
0.8,0.7
0.7,0.8
0.8,0.9
0.9,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,1.1
1.1,2.1
2.1,0.8
0.8,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.5
0.5,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.6
0.6,0.9
0.9,0.7
0.7,0.8
0.8,3.2
3.2,0.9
0.9,0.4
0.4,1.4
1.4,1.1
1.1,0.6
0.6,0.6
0.6,0.7
0.7,0.3
0.3,0.6
0.6,0.8
0.8,0.6
0.6,0.6
0.6,0.5
0.5,0.7
0.7,0.4
0.4,0.6
0.6,1.5
1.5,0.9
0.9,0.5
0.5,0.4
0.4,0.5
0.5,0.4
0.4,0.4
0.4,0.6
0.6,0.4
0.4,0.3
0.3,0.3
0.3,0.5
0.5,0.8
0.8,0.6
0.6,3.1
3.1,5.7
5.7,0.9
0.9,0.7
0.7,0.7
0.7,0.6
0.6,0.6
0.6,0.6
0.6,1.2
1.2,0.7
0.7,0.6
0.6,0.5
0.5,0.5
0.5,0.5
0.5,0.4
0.4,0.4
0.4,0.4
0.4,0.4
0.4,0.5
0.5,0.4
0.4,0.5
0.5,6.8
6.8,2.4
2.4,1.1
1.1,0.5
0.5,0.7
0.7,0.3
0.3,0.5
0.5,0.5
0.5,52.8
52.8,3.7
3.7,1.0
1.0,0.7
0.7,0.8
0.8,0.4
0.4,0.4
0.4,0.4
0.4,0.3
0.3,0.6
